SORT	ORIG	DEST	Distance
1906	LAS	TUS	365
1908	TUS	LAS	365
1909	LAS	TUS	365
1913	TUS	IAH	936
1914	IAH	SAT	191
1915	SAT	IAH	191
1916	IAH	TUS	936
1922	PHX	IAH	1009
1923	IAH	AMS	5013
1924	AMS	CDG	248
1925	CDG	IAH	5027
1929	TUS	IAH	936
1930	IAH	EWR	1400
1931	EWR	EDI	3268
1932	EDI	AMS	416
1933	IAH	TUS	936
1937	PHX	DCA	1979
1938	DCA	PHX	1979
1942	TUS	ORD	1437
1943	ORD	TUS	1437
1947	TUS	ORD	1437
1948	ORD	DEL	7484
1949	DEL	BLR	1059
1950	BLR	LHR	5004
1954	TUS	ABQ	321
1955	ABQ	DEN	350
1956	DEN	LAS	629
1957	LAS	TUS	365
1961	TUS	LAX	452
1962	LAX	SJC	308
1963	SJC	PHX	622
1964	PHX	TUS	111
1968	TUS	DFW	814
1969	DFW	IND	761
1970	IND	DFW	761
1971	DFW	TUS	814
1973	TUS	DFW	814
1974	DFW	IND	761
1975	IND	DFW	761
1976	DFW	TUS	814
1978	TUS	DFW	814
1979	DFW	IND	761
1980	IND	DFW	761
1981	DFW	TUS	814
1983	TUS	DFW	814
1984	DFW	IND	761
1985	IND	ORD	178
1986	ORD	TUS	1437
1991	TUS	IAH	936
1992	IAH	TUS	936
1994	MCO	DFW	985
1995	DFW	TUS	814
1996	TUS	MCO	1785
2000	TUS	DEN	639
2001	DEN	IND	977
2002	IND	DEN	977
2003	DEN	TUS	639
2007	TUS	PHX	111
2008	PHX	ATL	1588
2009	ATL	PHX	1588
2010	PHX	TUS	111
2014	LAX	NRT	5452
2015	NRT	SIN	3324
2016	SIN	NRT	3324
2017	NRT	LAX	5452
2019	TUS	LAX	452
2020	LAX	TUS	452
2022	LAS	TUS	365
2023	TUS	LAS	365
2025	SGF	DFW	365
2026	DFW	TUS	814
2027	TUS	DFW	814
2028	DFW	SGF	365
2034	TUS	ATL	1542
2035	ATL	EWR	746
2036	EWR	GLA	3229
2037	GLA	TUS	5003
2039	TUS	ATL	1542
2040	ATL	EWR	746
2041	EWR	GLA	3229
2042	GLA	TUS	5003
2044	TUS	PHX	111
2045	PHX	MSP	1277
2046	MSP	PHX	1277
2047	PHX	TUS	111
2049	TUS	PHX	111
2050	PHX	MSP	1277
2051	MSP	PHX	1277
2052	PHX	TUS	111
2054	TUS	IAH	936
2055	IAH	DCA	1208
2056	DCA	IAH	1208
2057	IAH	TUS	936
2061	PHX	ORD	1440
2062	ORD	MAN	3827
2063	MAN	ORD	3827
2064	ORD	PHX	1440
2068	PHX	RDU	1891
2069	RDU	CLT	131
2070	CLT	PHX	1774
2074	TUS	SLC	601
2075	SLC	SEA	689
2076	SEA	TUS	1216
2080	TUS	DFW	814
2081	DFW	SAT	247
2082	SAT	DEN	795
2083	DEN	TUS	639
2085	TUS	DFW	814
2086	DFW	SAT	247
2087	SAT	DFW	247
2088	DFW	PHX	868
2092	TUS	DFW	814
2093	DFW	MIA	1121
2094	MIA	POS	1623
2095	POS	MIA	1623
2097	TUS	SAN	368
2098	SAN	TUS	368
2102	TUS	SLC	601
2103	SLC	MSO	436
2104	MSO	SLC	436
2105	SLC	TUS	601
2107	TUS	DFW	814
2108	DFW	EWR	1373
2109	EWR	DFW	1373
2110	DFW	TUS	814
2114	TUS	IAH	936
2115	IAH	EWR	1400
2116	EWR	YYT	1162
2117	YYT	TUS	3191
2119	TUS	IAH	936
2120	IAH	EWR	1400
2121	EWR	YYT	1162
2122	YYT	TUS	3191
2124	LAN	MSP	456
2125	MSP	TUS	1298
2126	TUS	MSP	1298
2127	MSP	LAN	456
2129	TUS	ORD	1437
2130	ORD	BOS	867
2131	BOS	DFW	1562
2132	DFW	TUS	814
2134	TUS	DFW	814
2135	DFW	DCA	1192
2136	DCA	DFW	1192
2137	DFW	TUS	814
2141	TUS	DEN	639
2142	DEN	MUC	5226
2143	MUC	WAW	485
2144	WAW	FRA	559
2148	TUS	MDW	1440
2149	MDW	TUS	1440
2151	DFW	DCA	1192
2152	DCA	DFW	1192
2153	DFW	TUS	814
2154	TUS	DFW	814
2158	LAX	NAN	5519
2159	NAN	SYD	1970
2161	TUS	LAX	452
2163	TUS	ORD	1437
2164	ORD	LHR	3953
2165	LHR	DFW	4751
2166	DFW	TUS	814
2168	TUS	SEA	1216
2169	SEA	TUS	1216
2171	TUS	SEA	1216
2172	SEA	TUS	1216
2176	TUS	ORD	1437
2177	ORD	TUS	1437
2179	TUS	ORD	1437
2180	ORD	TUS	1437
2184	TUS	PHX	111
2185	PHX	SFO	651
2186	SFO	PHX	651
2187	PHX	TUS	111
2189	TUS	DFW	814
2190	DFW	PHL	1303
2191	PHL	ITH	192
2192	ITH	PHL	192
2193	PHL	ORD	679
2194	ORD	TUS	1437
2198	TUS	DEN	639
2199	DEN	LGA	1620
2200	LGA	DEN	1620
2201	DEN	TUS	639
2203	RDU	ATL	357
2204	ATL	TUS	1542
2205	TUS	ATL	1542
2206	ATL	RDU	357
2208	TUS	DFW	814
2209	DFW	BWI	1217
2210	BWI	DFW	1217
2211	DFW	TUS	814
2217	TUS	DFW	814
2218	DFW	LHR	4751
2219	LHR	FRA	409
2220	FRA	ORD	4344
2222	TUS	DFW	814
2223	DFW	DCA	1192
2224	DCA	DFW	1192
2225	DFW	TUS	814
2227	TUS	DFW	814
2228	DFW	DCA	1192
2229	DCA	DFW	1192
2230	DFW	TUS	814
2232	TUS	SLC	601
2233	SLC	DCA	1852
2234	DCA	ATL	548
2235	ATL	TUS	1542
2237	TUS	IAH	936
2238	IAH	DCA	1208
2239	DCA	IAH	1208
2240	IAH	TUS	936
2242	TUS	IAH	936
2243	IAH	DCA	1208
2244	DCA	IAH	1208
2245	IAH	TUS	936
2247	TUS	DFW	814
2248	DFW	DCA	1192
2249	DCA	DFW	1192
2250	DFW	TUS	814
2252	TUS	DFW	814
2253	DFW	DCA	1192
2254	DCA	DFW	1192
2255	DFW	TUS	814
2257	TUS	DFW	814
2258	DFW	BWI	1217
2259	BWI	DCA	30
2260	DCA	ORD	612
2262	TUS	DFW	814
2263	DFW	BWI	1217
2264	BWI	DCA	30
2265	DCA	ORD	612
2267	TUS	DEN	639
2268	DEN	DCA	1476
2269	DCA	DEN	1476
2270	DEN	TUS	639
2272	TUS	SLC	601
2273	SLC	DCA	1852
2274	DCA	PHX	1979
2275	PHX	TUS	111
2277	DEN	TUS	639
2278	TUS	DEN	639
2282	TUS	ORD	1437
2283	ORD	CMI	136
2284	CMI	ORD	136
2285	ORD	TUS	1437
2287	TUS	IAH	936
2288	IAH	DCA	1208
2289	DCA	IAH	1208
2290	IAH	TUS	936
2292	TUS	IAH	936
2293	IAH	DCA	1208
2294	DCA	IAH	1208
2295	IAH	TUS	936
2297	TUS	SAN	368
2298	SAN	TUS	368
2300	SAN	TUS	368
2302	TUS	PHX	111
2303	PHX	DCA	1979
2304	DCA	CLT	332
2305	CLT	TUS	1735
2307	TUS	PHX	111
2308	PHX	DCA	1979
2309	DCA	CLT	332
2310	CLT	TUS	1735
2312	TUS	PHX	111
2313	PHX	DCA	1979
2314	DCA	CLT	332
2315	CLT	TUS	1735
2317	TUS	ATL	1542
2318	ATL	DCA	548
2319	DCA	JFK	213
2320	JFK	ATL	760
2321	ATL	TUS	1542
2323	TUS	PHX	111
2324	PHX	SJC	622
2325	SJC	PHX	622
2326	PHX	TUS	111
2330	TUS	ABQ	321
2331	ABQ	TUS	321
2333	TUS	ABQ	321
2334	ABQ	TUS	321
2338	TUS	LAX	452
2339	LAX	TUS	452
2341	TUS	PHX	111
2342	PHX	PHL	2076
2343	PHL	BTV	336
2344	BTV	PHL	336
2346	TUS	PHX	111
2347	PHX	PHL	2076
2348	PHL	BTV	336
2349	BTV	PHL	336
2351	TUS	ORD	1437
2352	ORD	WAW	4686
2353	WAW	TLL	524
2354	TLL	FRA	915
2355	FRA	PRG	254
2356	PRG	WAW	325
2357	WAW	ORD	4686
2358	ORD	TUS	1437
2360	TUS	ORD	1437
2361	ORD	WAW	4686
2362	WAW	TLL	524
2363	TLL	FRA	915
2364	FRA	PRG	254
2365	PRG	WAW	325
2366	WAW	ORD	4686
2367	ORD	TUS	1437
2371	TUS	LAX	452
2372	LAX	KOA	2504
2373	KOA	LAX	2504
2374	LAX	TUS	452
2378	SEA	TUS	1216
2379	TUS	PHX	111
2380	PHX	SEA	1107
2384	TUS	DFW	814
2385	DFW	OMA	584
2386	OMA	PHX	1038
2387	PHX	TUS	111
2391	TUS	ABQ	321
2392	ABQ	TUS	321
2396	DAL	AUS	190
2398	AUS	LAS	1090
2399	LAS	TUS	365
2401	TUS	ABQ	321
2402	ABQ	DAL	581
2406	TUS	BUR	454
2407	BUR	PHX	369
2408	PHX	TUS	111
2410	LAX	TUS	452
2411	TUS	PHX	111
2412	PHX	SJC	622
2414	SJC	PHX	622
2415	PHX	TUS	111
2416	TUS	PHX	111
2417	PHX	SJC	622
2419	SJC	PHX	622
2420	PHX	TUS	111
2421	TUS	PHX	111
2422	PHX	SJC	622
2424	IAH	PHX	1009
2425	PHX	TUS	111
2426	TUS	PHX	111
2427	PHX	IAH	1009
2429	IAH	PHX	1009
2430	PHX	TUS	111
2431	TUS	PHX	111
2432	PHX	IAH	1009
2434	IAH	PHX	1009
2435	PHX	TUS	111
2436	TUS	PHX	111
2437	PHX	IAH	1009
2439	IAH	PHX	1009
2440	PHX	TUS	111
2441	TUS	PHX	111
2442	PHX	IAH	1009
2444	BOS	IAH	1598
2445	IAH	TUS	936
2446	TUS	IAH	936
2447	IAH	BOS	1598
2449	BOS	IAH	1598
2450	IAH	TUS	936
2451	TUS	IAH	936
2452	IAH	BOS	1598
2454	BOS	IAH	1598
2455	IAH	TUS	936
2456	TUS	IAH	936
2457	IAH	BOS	1598
2459	PHX	DCA	1979
2460	DCA	MHT	215
2461	MHT	PHL	290
2462	PHL	PHX	2076
2463	PHX	TUS	111
2464	TUS	PHX	111
2466	PHX	DCA	1979
2467	DCA	MHT	215
2468	MHT	PHL	290
2469	PHL	PHX	2076
2470	PHX	TUS	111
2471	TUS	PHX	111
2473	MHT	PHL	290
2474	PHL	PHX	2076
2475	PHX	TUS	111
2476	TUS	PHX	111
2477	PHX	DCA	1979
2478	DCA	MHT	215
2480	BMI	ATL	533
2481	ATL	TUS	1542
2482	TUS	SLC	601
2483	SLC	CVG	1450
2485	ONT	TUS	409
2491	TUS	SJC	722
2492	SJC	TUS	722
2494	TUS	DEN	639
2495	DEN	TUS	639
2497	TUS	SJC	722
2498	SJC	TUS	722
2500	TUS	SJC	722
2501	SJC	TUS	722
2503	TUS	SJC	722
2504	SJC	TUS	722
2506	TUS	SJC	722
2507	SJC	TUS	722
2509	TUS	SAN	368
2510	SAN	SJC	418
2511	SJC	LAX	308
2512	LAX	TUS	452
2514	TUS	SJC	722
2515	SJC	TUS	722
2517	TUS	SAN	368
2518	SAN	SJC	418
2519	SJC	LAX	308
2520	LAX	TUS	452
2522	TUS	SAN	368
2523	SAN	SFO	447
2524	SFO	SAN	447
2525	SAN	TUS	368
2529	TUS	SAN	368
2530	SAN	SJC	418
2531	SJC	TUS	722
2533	TUS	SJC	722
2534	SJC	TUS	722
2536	TUS	LAS	365
2537	LAS	SJC	387
2538	SJC	TUS	722
2540	SJC	TUS	722
2541	TUS	SJC	722
2543	TUS	SJC	722
2544	SJC	TUS	722
2546	LAX	SJC	308
2547	SJC	SAN	418
2548	SAN	TUS	368
2550	TUS	LAX	452
2554	TUS	DFW	814
2555	DFW	DCA	1192
2556	DCA	DFW	1192
2557	DFW	TUS	814
2559	TUS	DFW	814
2560	DFW	SCL	4870
2561	SCL	LSC	241
2562	LSC	SCL	241
2563	SCL	DFW	4870
2564	DFW	TUS	814
2568	LHR	TXL	591
2569	TXL	LHR	591
2570	TUS	DFW	814
2571	DFW	LHR	4751
2572	LHR	ORD	3953
2573	ORD	TUS	1437
2579	TUS	LAX	452
2580	LAX	SJC	308
2581	SJC	TUS	722
2583	TUS	LAX	452
2584	LAX	SJC	308
2585	SJC	TUS	722
2587	TUS	LAX	452
2588	LAX	SJC	308
2589	SJC	TUS	722
2591	TUS	LAS	365
2592	LAS	SJC	387
2593	SJC	TUS	722
2603	TUS	LAX	452
2604	LAX	TUS	452
2606	TUS	LAX	452
2607	LAX	TUS	452
2609	TUS	LAX	452
2610	LAX	TUS	452
2612	TUS	LAX	452
2613	LAX	TUS	452
2615	MSY	IAH	305
2616	IAH	TUS	936
2618	TUS	SAN	368
2619	SAN	TUS	368
2623	TUS	LAX	452
2624	LAX	TUS	452
2626	DIK	DEN	488
2627	DEN	TUS	639
2628	TUS	DEN	639
2629	DEN	DIK	488
2639	LAX	TUS	452
2641	LAX	TUS	452
2643	TUS	LAX	452
2644	LAX	TUS	452
2646	TUS	IAH	936
2647	IAH	TUS	936
2774	TUS	DFW	814
2775	DFW	AUS	190
2776	AUS	DFW	190
2777	DFW	TUS	814
2779	TUS	DFW	814
2780	DFW	AUS	190
2781	AUS	DFW	190
2782	DFW	TUS	814
2784	TUS	DFW	814
2785	DFW	AUS	190
2786	AUS	DFW	190
2787	DFW	TUS	814
2789	TUS	DFW	814
2790	DFW	AUS	190
2791	AUS	DFW	190
2792	DFW	TUS	814
2794	TUS	DFW	814
2795	DFW	AUS	190
2796	AUS	DFW	190
2797	DFW	TUS	814
2799	TUS	DFW	814
2800	DFW	AUS	190
2801	AUS	DFW	190
2802	DFW	TUS	814
2804	TUS	DFW	814
2805	DFW	AUS	190
2806	AUS	DFW	190
2807	DFW	TUS	814
2809	TUS	DFW	814
2810	DFW	AUS	190
2811	AUS	DFW	190
2812	DFW	TUS	814
2814	TUS	DFW	814
2815	DFW	AUS	190
2816	AUS	DFW	190
2817	DFW	TUS	814
2819	TUS	DFW	814
2820	DFW	AUS	190
2821	AUS	DFW	190
2822	DFW	TUS	814
2824	DFW	AUS	190
2825	AUS	DFW	190
2826	DFW	TUS	814
2827	TUS	DFW	814
2829	TUS	DFW	814
2830	DFW	AUS	190
2831	AUS	DFW	190
2832	DFW	TUS	814
2834	TUS	DFW	814
2835	DFW	AUS	190
2836	AUS	DFW	190
2837	DFW	TUS	814
2839	TUS	DFW	814
2840	DFW	AUS	190
2841	AUS	DFW	190
2842	DFW	TUS	814
2844	TUS	DFW	814
2845	DFW	AUS	190
2846	AUS	DFW	190
2847	DFW	TUS	814
2849	TUS	DFW	814
2850	DFW	AUS	190
2851	AUS	DFW	190
2852	DFW	TUS	814
2854	TUS	DFW	814
2855	DFW	AUS	190
2856	AUS	DFW	190
2857	DFW	TUS	814
2859	TUS	DFW	814
2860	DFW	AUS	190
2861	AUS	DFW	190
2862	DFW	TUS	814
2864	TUS	DFW	814
2865	DFW	AUS	190
2866	AUS	DFW	190
2867	DFW	TUS	814
2869	TUS	DFW	814
2870	DFW	AUS	190
2871	AUS	DFW	190
2872	DFW	TUS	814
2874	TUS	DFW	814
2875	DFW	AUS	190
2876	AUS	DFW	190
2877	DFW	TUS	814
2879	TUS	DFW	814
2880	DFW	AUS	190
2881	AUS	DFW	190
2882	DFW	TUS	814
2884	TUS	DFW	814
2885	DFW	AUS	190
2886	AUS	DFW	190
2887	DFW	TUS	814
2889	TUS	DFW	814
2890	DFW	AUS	190
2891	AUS	DFW	190
2892	DFW	TUS	814
2894	TUS	DFW	814
2895	DFW	AUS	190
2896	AUS	DFW	190
2897	DFW	TUS	814
2899	TUS	LAS	365
2900	LAS	RNO	346
2901	RNO	LAS	346
2902	LAS	TUS	365
2904	TUS	LAS	365
2905	LAS	RNO	346
2906	RNO	LAS	346
2907	LAS	TUS	365
2909	TUS	LAS	365
2910	LAS	RNO	346
2911	RNO	LAS	346
2912	LAS	TUS	365
2914	TUS	LAS	365
2915	LAS	RNO	346
2916	RNO	LAS	346
2917	LAS	TUS	365
2919	TUS	LAS	365
2920	LAS	RNO	346
2921	RNO	LAS	346
2922	LAS	TUS	365
2924	TUS	LAS	365
2925	LAS	RNO	346
2926	RNO	LAS	346
2927	LAS	TUS	365
2943	TUS	IAH	936
2944	IAH	TUS	936
2946	MFE	DFW	469
2947	DFW	STL	551
2948	STL	DFW	551
2949	DFW	TUS	814
2950	TUS	DFW	814
2951	DFW	OKC	176
2952	OKC	DFW	176
2953	DFW	MFE	469
2955	TUS	DFW	814
2956	DFW	TUS	814
2958	ABQ	TUS	321
2959	TUS	ABQ	321
2969	IAH	TUS	936
2970	TUS	IAH	936
2972	TUS	DFW	814
2973	DFW	LBB	282
2974	LBB	DFW	282
2975	DFW	TUS	814
2977	TUS	DFW	814
2978	DFW	LBB	282
2979	LBB	DFW	282
2980	DFW	TUS	814
2982	TUS	DFW	814
2983	DFW	LBB	282
2984	LBB	DFW	282
2985	DFW	TUS	814
2987	TUS	DFW	814
2988	DFW	LBB	282
2989	LBB	DFW	282
2990	DFW	TUS	814
2992	TUS	DFW	814
2993	DFW	LBB	282
2994	LBB	DFW	282
2995	DFW	TUS	814
2997	TUS	DFW	814
2998	DFW	LBB	282
2999	LBB	DFW	282
3000	DFW	TUS	814
3002	TUS	DFW	814
3003	DFW	LBB	282
3004	LBB	DFW	282
3005	DFW	TUS	814
3007	TUS	DFW	814
3008	DFW	LBB	282
3009	LBB	DFW	282
3010	DFW	TUS	814
3012	TUS	DFW	814
3013	DFW	LBB	282
3014	LBB	DFW	282
3015	DFW	TUS	814
3017	TUS	DFW	814
3018	DFW	LBB	282
3019	LBB	DFW	282
3020	DFW	TUS	814
3022	TUS	DFW	814
3023	DFW	LBB	282
3024	LBB	DFW	282
3025	DFW	TUS	814
3027	TUS	DFW	814
3028	DFW	LBB	282
3029	LBB	DFW	282
3030	DFW	TUS	814
3032	TUS	DFW	814
3033	DFW	LBB	282
3034	LBB	DFW	282
3035	DFW	TUS	814
3037	TUS	DFW	814
3038	DFW	LBB	282
3039	LBB	DFW	282
3040	DFW	TUS	814
3042	TUS	DFW	814
3043	DFW	LBB	282
3044	LBB	DFW	282
3045	DFW	TUS	814
3047	TUS	DFW	814
3048	DFW	LBB	282
3049	LBB	DFW	282
3050	DFW	TUS	814
3052	TUS	DFW	814
3053	DFW	LBB	282
3054	LBB	DFW	282
3055	DFW	TUS	814
3057	TUS	DFW	814
3058	DFW	LBB	282
3059	LBB	DFW	282
3060	DFW	TUS	814
3062	TUS	DFW	814
3063	DFW	LBB	282
3064	LBB	DFW	282
3065	DFW	TUS	814
3067	TUS	DFW	814
3068	DFW	LBB	282
3069	LBB	DFW	282
3070	DFW	TUS	814
3072	TUS	DFW	814
3073	DFW	LBB	282
3074	LBB	DFW	282
3075	DFW	TUS	814
3077	TUS	DFW	814
3078	DFW	LBB	282
3079	LBB	DFW	282
3080	DFW	TUS	814
3082	TUS	DFW	814
3083	DFW	LBB	282
3084	LBB	DFW	282
3085	DFW	TUS	814
3087	TUS	DFW	814
3088	DFW	LBB	282
3089	LBB	DFW	282
3090	DFW	TUS	814
3092	TUS	DFW	814
3093	DFW	LBB	282
3094	LBB	DFW	282
3095	DFW	TUS	814
3109	TUS	DFW	814
3110	DFW	SDF	733
3111	SDF	DFW	733
3112	DFW	TUS	814
3114	TUS	DFW	814
3115	DFW	PHL	1303
3116	PHL	DFW	1303
3117	DFW	TUS	814
3119	TUS	ABQ	321
3120	ABQ	LAS	487
3121	LAS	TUS	365
3127	TUS	LAX	452
3128	LAX	SEA	954
3129	SEA	LAX	954
3130	LAX	TUS	452
3136	TUS	ATL	1542
3137	ATL	MCO	404
3138	MCO	ATL	404
3139	ATL	TUS	1542
3141	ATL	TUS	1542
3142	TUS	ATL	1542
3143	ATL	MCO	404
3144	MCO	ATL	404
3146	TUS	ATL	1542
3147	ATL	MCO	404
3148	MCO	ATL	404
3149	ATL	TUS	1542
3151	TUS	ATL	1542
3152	ATL	MCO	404
3153	MCO	ATL	404
3154	ATL	TUS	1542
3156	TUS	ATL	1542
3157	ATL	MCO	404
3158	MCO	ATL	404
3159	ATL	TUS	1542
3161	TUS	ATL	1542
3162	ATL	MCO	404
3163	MCO	ATL	404
3164	ATL	TUS	1542
3166	LAX	TUS	452
3167	TUS	LAX	452
3169	ONT	TUS	409
3170	TUS	ONT	409
3198	TUS	LAX	452
3199	LAX	TUS	452
3201	TUS	LAX	452
3202	LAX	TUS	452
3204	TUS	LAX	452
3205	LAX	TUS	452
3207	TUS	LAX	452
3208	LAX	TUS	452
3210	TUS	DFW	814
3211	DFW	TUS	814
3217	TUS	SFO	752
3218	SFO	LAX	338
3219	LAX	TUS	452
3221	PHX	DFW	868
3222	DFW	PHX	868
3224	TUS	IAH	936
3225	IAH	TUS	936
3227	TUS	IAH	936
3228	IAH	TUS	936
3230	TUS	IAH	936
3231	IAH	TUS	936
3233	TUS	IAH	936
3234	IAH	TUS	936
3236	TUS	IAH	936
3237	IAH	TUS	936
3239	TUS	IAH	936
3240	IAH	TUS	936
3242	TUS	IAH	936
3243	IAH	TUS	936
3245	TUS	IAH	936
3246	IAH	TUS	936
3248	TUS	IAH	936
3249	IAH	TUS	936
3251	TUS	IAH	936
3252	IAH	TUS	936
3254	TUS	IAH	936
3255	IAH	TUS	936
3257	TUS	IAH	936
3258	IAH	TUS	936
3260	TUS	IAH	936
3261	IAH	TUS	936
3263	TUS	IAH	936
3264	IAH	TUS	936
3266	TUS	IAH	936
3267	IAH	TUS	936
3269	TUS	IAH	936
3270	IAH	TUS	936
3272	TUS	IAH	936
3273	IAH	TUS	936
3275	TUS	IAH	936
3276	IAH	TUS	936
3278	TUS	IAH	936
3279	IAH	TUS	936
3281	TUS	SJC	722
3282	SJC	LAX	308
3283	LAX	TUS	452
3297	TUS	DFW	814
3298	DFW	BNA	632
3299	BNA	DFW	632
3300	DFW	TUS	814
3302	TUS	DFW	814
3303	DFW	BNA	632
3304	BNA	DFW	632
3305	DFW	TUS	814
3307	TUS	DFW	814
3308	DFW	BNA	632
3309	BNA	DFW	632
3310	DFW	TUS	814
3312	TUS	DFW	814
3313	DFW	BNA	632
3314	BNA	DFW	632
3315	DFW	TUS	814
3317	TUS	DFW	814
3318	DFW	BNA	632
3319	BNA	DFW	632
3320	DFW	TUS	814
3322	TUS	DFW	814
3323	DFW	BNA	632
3324	BNA	DFW	632
3325	DFW	TUS	814
3327	TUS	DFW	814
3328	DFW	BNA	632
3329	BNA	DFW	632
3330	DFW	TUS	814
3332	TUS	LAX	452
3334	TUS	LAX	452
3336	TUS	SLC	601
3337	SLC	TUS	601
3339	TUS	SLC	601
3340	SLC	TUS	601
3342	TUS	SLC	601
3343	SLC	TUS	601
3347	LAX	TUS	452
3349	LAX	TUS	452
3359	TUS	DFW	814
3360	DFW	MCI	461
3362	MCI	TUS	1036
3370	TUS	LAS	365
3371	LAS	TUS	365
3377	SNA	LAS	227
3378	LAS	TUS	365
3379	TUS	LAS	365
3380	LAS	SNA	227
3382	TUS	SFO	752
3383	SFO	LAX	338
3384	LAX	TUS	452
3392	TUS	PHX	111
3393	PHX	SLC	508
3394	SLC	PHX	508
3395	PHX	TUS	111
3397	TUS	PHX	111
3398	PHX	SLC	508
3399	SLC	PHX	508
3400	PHX	TUS	111
3402	TUS	SJC	722
3403	SJC	LAX	308
3404	LAX	TUS	452
3406	TUS	SJC	722
3407	SJC	LAX	308
3408	LAX	TUS	452
3410	TUS	SJC	722
3411	SJC	LAX	308
3412	LAX	TUS	452
3414	TUS	SJC	722
3415	SJC	LAX	308
3416	LAX	TUS	452
3418	TUS	SJC	722
3419	SJC	LAX	308
3420	LAX	TUS	452
3422	TUS	SJC	722
3423	SJC	LAX	308
3424	LAX	TUS	452
3426	TUS	SJC	722
3427	SJC	LAX	308
3428	LAX	TUS	452
3430	TUS	DEN	639
3431	DEN	IND	977
3432	IND	DEN	977
3433	DEN	TUS	639
3435	TUS	DEN	639
3436	DEN	IND	977
3437	IND	DEN	977
3438	DEN	TUS	639
3440	TUS	DEN	639
3441	DEN	IND	977
3442	IND	DEN	977
3443	DEN	TUS	639
3445	TUS	DEN	639
3446	DEN	IND	977
3447	IND	DEN	977
3448	DEN	TUS	639
3450	TUS	DEN	639
3451	DEN	IND	977
3452	IND	DEN	977
3453	DEN	TUS	639
3455	TUS	DEN	639
3456	DEN	IND	977
3457	IND	DEN	977
3458	DEN	TUS	639
3460	TUS	DEN	639
3461	DEN	IND	977
3462	IND	DEN	977
3463	DEN	TUS	639
3465	TUS	DEN	639
3466	DEN	IND	977
3467	IND	DEN	977
3468	DEN	TUS	639
3470	TUS	DEN	639
3471	DEN	IND	977
3472	IND	DEN	977
3473	DEN	TUS	639
3475	TUS	DEN	639
3476	DEN	IND	977
3477	IND	DEN	977
3478	DEN	TUS	639
3480	TUS	DEN	639
3481	DEN	IND	977
3482	IND	DEN	977
3483	DEN	TUS	639
3485	TUS	DEN	639
3486	DEN	IND	977
3487	IND	DEN	977
3488	DEN	TUS	639
3490	TUS	DEN	639
3491	DEN	IND	977
3492	IND	DEN	977
3493	DEN	TUS	639
3521	TUS	DEN	639
3522	DEN	TUS	639
3524	BOS	DFW	1562
3525	DFW	TUS	814
3527	PBI	CLT	590
3528	CLT	TUS	1735
3529	TUS	CLT	1735
3530	CLT	PBI	590
3532	MDW	TUS	1440
3533	TUS	MDW	1440
3535	TUS	SJC	722
3536	SJC	LAX	308
3537	LAX	TUS	452
3539	TUS	DEN	639
3540	DEN	IND	977
3541	IND	DEN	977
3542	DEN	TUS	639
3544	TUS	DEN	639
3545	DEN	IND	977
3546	IND	DEN	977
3547	DEN	TUS	639
3549	TUS	DEN	639
3550	DEN	IND	977
3551	IND	DEN	977
3552	DEN	TUS	639
3554	TUS	DEN	639
3555	DEN	IND	977
3556	IND	DEN	977
3557	DEN	TUS	639
3559	TUS	DEN	639
3560	DEN	IND	977
3561	IND	DEN	977
3562	DEN	TUS	639
3564	TUS	DEN	639
3565	DEN	IND	977
3566	IND	DEN	977
3567	DEN	TUS	639
3569	TUS	DEN	639
3570	DEN	IND	977
3571	IND	DEN	977
3572	DEN	TUS	639
3574	TUS	DEN	639
3575	DEN	IND	977
3576	IND	DEN	977
3577	DEN	TUS	639
3605	TUS	PHX	111
3606	PHX	AUS	872
3607	AUS	PHX	872
3608	PHX	TUS	111
3610	PHX	AUS	872
3611	AUS	PHX	872
3612	PHX	TUS	111
3614	TUS	IAH	936
3615	IAH	TUS	936
3619	TUS	PHX	111
3620	PHX	AUS	872
3621	AUS	PHX	872
3622	PHX	TUS	111
3626	TUS	DEN	639
3627	DEN	TUS	639
3631	TUS	LAX	452
3632	LAX	TUS	452
3634	BOS	BWI	370
3636	TUS	IAH	936
3637	IAH	BOS	1598
3638	BOS	DCA	399
3639	DCA	TUS	1956
3643	TUS	SAN	368
3644	SAN	TUS	368
3646	TUS	PHX	111
3647	PHX	PHL	2076
3648	PHL	ITH	192
3649	ITH	PHL	192
3650	PHL	CLT	449
3651	CLT	TUS	1735
3655	TUS	ATL	1542
3656	ATL	ROA	358
3657	ROA	ATL	358
3658	ATL	TUS	1542
3660	TUS	DFW	814
3661	DFW	SJU	2166
3662	SJU	ATL	1547
3663	ATL	TUS	1542
3667	TUS	IAH	936
3668	IAH	JAN	351
3669	JAN	IAH	351
3670	IAH	TUS	936
3672	TUS	MDW	1440
3673	MDW	BNA	395
3674	BNA	LAS	1588
3675	LAS	TUS	365
3679	TUS	CLT	1735
3680	CLT	IAD	322
3681	IAD	CLT	322
3682	CLT	TUS	1735
3684	TUS	DFW	814
3685	DFW	PHL	1303
3686	PHL	DFW	1303
3687	DFW	TUS	814
3689	TUS	SAN	368
3690	SAN	TUS	368
3692	TUS	DFW	814
3693	DFW	PHL	1303
3694	PHL	DFW	1303
3695	DFW	TUS	814
3699	TUS	ORD	1437
3700	ORD	TUS	1437
3702	TUS	ORD	1437
