SORT	ORIG	DEST	CO2_Emissions(tons_per_passenger)
1689	PHX	IND	0.894
1690	IND	PHX	0.894
1691	PHX	TUS	0.13
1693	PHX	IND	0.894
1694	IND	PHX	0.894
1698	TUS	ATL	0.939
1699	ATL	BWI	0.282
1700	BWI	SLC	1.1
1701	SLC	TUS	0.291
1705	PHX	SNA	0.204
1706	SNA	PHX	0.204
1710	PHX	SAN	0.192
1712	PHX	ORD	0.851
1713	ORD	YUL	0.338
1714	YUL	ORD	0.338
1715	ORD	PHX	0.851
1720	PHX	ORD	0.851
1721	ORD	YUL	0.338
1722	YUL	ORD	0.338
1723	ORD	PHX	0.851
1725	PHX	IAH	0.47
1726	IAH	DCA	0.645
1727	DCA	IAH	0.645
1728	IAH	PHX	0.47
1730	PHX	DEN	0.287
1731	DEN	PHX	0.287
1735	RNO	LAS	0.206
1736	LAS	ABQ	0.253
1737	ABQ	LAS	0.253
1738	LAS	RNO	0.206
1742	MTJ	DEN	0.154
1743	DEN	NYC	0.994
1744	NYC	PVD	0.141
1745	PVD	PHL	0.171
1747	TUS	PHX	0.13
1748	PHX	LAX	0.214
1749	LAX	TUS	0.241
1751	TUS	LAX	0.241
1755	TUS	DFW	0.366
1756	DFW	ORD	0.357
1757	ORD	TUS	0.849
1761	PHX	HNL	1.7
1762	HNL	PHX	1.7
1766	TUS	DFW	0.366
1767	DFW	MCO	0.43
1768	MCO	DFW	0.43
1769	DFW	TUS	0.366
1771	TUS	DFW	0.366
1772	DFW	DTW	0.446
1773	DTW	DFW	0.446
1774	DFW	TUS	0.366
1778	TUS	SAN	0.213
1779	SAN	TUS	0.213
1783	TUS	ABQ	0.199
1787	TUS	DFW	0.366
1788	DFW	PHL	0.721
1789	PHL	DFW	0.721
1790	DFW	TUS	0.366
1792	TUS	DFW	0.366
1793	DFW	PHL	0.721
1794	PHL	DFW	0.721
1795	DFW	TUS	0.366
1799	PHX	WAS	1.2
1800	WAS	LON	2.1
1801	LON	EDI	0.202
1802	EDI	LON	0.202
1804	TUS	DFW	0.366
1805	DFW	PHL	0.721
1806	PHL	DFW	0.721
1807	DFW	TUS	0.366
1811	TUS	MSP	0.726
1812	MSP	MSN	0.168
1813	MSN	MSP	0.168
1814	MSP	TUS	0.726
1816	TUS	ATL	0.939
1817	ATL	MSN	0.326
1818	MSN	ATL	0.326
1819	ATL	TUS	0.939
1821	TUS	ATL	0.939
1822	ATL	MSN	0.326
1823	MSN	ATL	0.326
1824	ATL	TUS	0.939
1826	FLG	LAX	0.222
1827	LAX	PDX	0.368
1828	PDX	LAX	0.368
1829	LAX	FLG	0.222
1833	TUS	SLC	0.291
1834	SLC	YVR	0.356
1835	YVR	PHX	0.665
1836	PHX	TUS	0.13
1838	TUS	LAS	0.213
1839	LAS	SLC	0.214
1840	SLC	ABQ	0.255
1841	ABQ	TUS	0.199
1843	TUS	LAX	0.241
1844	LAX	YVR	0.534
1845	YVR	DEN	0.557
1846	DEN	TUS	0.299
1852	TUS	ORD	0.849
1853	ORD	TUS	0.849
1855	TUS	SEA	0.653
1856	SEA	TUS	0.653
1866	TUS	OAK	0.339
1867	OAK	TUS	0.339
1869	TUS	OAK	0.339
1870	OAK	TUS	0.339
1872	TUS	OAK	0.339
1873	OAK	TUS	0.339
1875	TUS	OAK	0.339
1876	OAK	TUS	0.339
1878	TUS	BWI	1.2
1879	BWI	TUS	1.2
1881	TUS	BWI	1.2
1882	BWI	TUS	1.2
1884	TUS	BWI	1.2
1885	BWI	TUS	1.2
1889	TUS	ABQ	0.199
1890	ABQ	TUS	0.199
1892	TUS	ABQ	0.199
1893	ABQ	TUS	0.199
1895	TUS	ABQ	0.199
1896	ABQ	TUS	0.199
1898	TUS	PHX	0.13
1899	PHX	PHL	1.2
1900	PHL	PHX	1.2
1901	PHX	TUS	0.13
1905	TUS	LAS	0.213
1906	LAS	TUS	0.213
1908	TUS	LAS	0.213
1909	LAS	TUS	0.213
1913	TUS	IAH	0.404
1914	IAH	SAT	0.156
1915	SAT	IAH	0.156
1916	IAH	TUS	0.404
1922	PHX	IAH	0.47
1923	IAH	AMS	2.9
1924	AMS	CDG	0.175
1925	CDG	IAH	2.9
1929	TUS	IAH	0.404
1930	IAH	EWR	0.815
1931	EWR	EDI	1.9
1932	EDI	AMS	0.229
1933	IAH	TUS	0.404
1937	PHX	DCA	1.2
1938	DCA	PHX	1.2
1942	TUS	ORD	0.849
1943	ORD	TUS	0.849
1947	TUS	ORD	0.849
1948	ORD	DEL	4.5
1949	DEL	BLR	0.531
1950	BLR	LHR	2.9
1954	TUS	ABQ	0.199
1955	ABQ	DEN	0.205
1956	DEN	LAS	0.295
1957	LAS	TUS	0.213
1961	TUS	LAX	0.241
1962	LAX	SJC	0.194
1963	SJC	PHX	0.296
1964	PHX	TUS	0.13
1968	TUS	DFW	0.366
1969	DFW	IND	0.342
1970	IND	DFW	0.342
1971	DFW	TUS	0.366
1973	TUS	DFW	0.366
1974	DFW	IND	0.342
1975	IND	DFW	0.342
1976	DFW	TUS	0.366
1978	TUS	DFW	0.366
1979	DFW	IND	0.342
1980	IND	DFW	0.342
1981	DFW	TUS	0.366
1983	TUS	DFW	0.366
1984	DFW	IND	0.342
1985	IND	ORD	0.152
1986	ORD	TUS	0.849
1991	TUS	IAH	0.404
1992	IAH	TUS	0.404
1994	MCO	DFW	0.43
1995	DFW	TUS	0.366
1996	TUS	MCO	1.1
2000	TUS	DEN	0.299
2001	DEN	IND	0.449
2002	IND	DEN	0.449
2003	DEN	TUS	0.299
2007	TUS	PHX	0.13
2008	PHX	ATL	0.968
2009	ATL	PHX	0.968
2010	PHX	TUS	0.13
2014	LAX	NRT	3.2
2015	NRT	SIN	1.9
2016	SIN	NRT	1.9
2017	NRT	LAX	3.2
2019	TUS	LAX	0.241
2020	LAX	TUS	0.241
2022	LAS	TUS	0.213
2023	TUS	LAS	0.213
2025	SGF	DFW	0.213
2026	DFW	TUS	0.366
2027	TUS	DFW	0.366
2028	DFW	SGF	0.213
2034	TUS	ATL	0.939
2035	ATL	EWR	0.338
2036	EWR	GLA	1.9
2037	GLA	TUS	2.9
2039	TUS	ATL	0.939
2040	ATL	EWR	0.338
2041	EWR	GLA	1.9
2042	GLA	TUS	2.9
2044	TUS	PHX	0.13
2045	PHX	MSP	0.707
2046	MSP	PHX	0.707
2047	PHX	TUS	0.13
2049	TUS	PHX	0.13
2050	PHX	MSP	0.707
2051	MSP	PHX	0.707
2052	PHX	TUS	0.13
2054	TUS	IAH	0.404
2055	IAH	DCA	0.645
2056	DCA	IAH	0.645
2057	IAH	TUS	0.404
2061	PHX	ORD	0.851
2062	ORD	MAN	2.2
2063	MAN	ORD	2.2
2064	ORD	PHX	0.851
2068	PHX	RDU	1.1
2069	RDU	CLT	0.138
2070	CLT	PHX	1.1
2074	TUS	SLC	0.291
2075	SLC	SEA	0.319
2076	SEA	TUS	0.653
2080	TUS	DFW	0.366
2081	DFW	SAT	0.174
2082	SAT	DEN	0.355
2083	DEN	TUS	0.299
2085	TUS	DFW	0.366
2086	DFW	SAT	0.174
2087	SAT	DFW	0.174
2088	DFW	PHX	0.384
2092	TUS	DFW	0.366
2093	DFW	MIA	0.553
2094	MIA	POS	0.983
2095	POS	MIA	0.983
2097	TUS	SAN	0.213
2098	SAN	TUS	0.213
2102	TUS	SLC	0.291
2103	SLC	MSO	0.237
2104	MSO	SLC	0.237
2105	SLC	TUS	0.291
2107	TUS	DFW	0.366
2108	DFW	EWR	0.783
2109	EWR	DFW	0.783
2110	DFW	TUS	0.366
2114	TUS	IAH	0.404
2115	IAH	EWR	0.815
2116	EWR	YYT	0.602
2117	YYT	TUS	1.8
2119	TUS	IAH	0.404
2120	IAH	EWR	0.815
2121	EWR	YYT	0.602
2122	YYT	TUS	1.8
2124	LAN	MSP	0.242
2125	MSP	TUS	0.726
2126	TUS	MSP	0.726
2127	MSP	LAN	0.242
2129	TUS	ORD	0.849
2130	ORD	BOS	0.378
2131	BOS	DFW	0.952
2132	DFW	TUS	0.366
2134	TUS	DFW	0.366
2135	DFW	DCA	0.622
2136	DCA	DFW	0.622
2137	DFW	TUS	0.366
2141	TUS	DEN	0.299
2142	DEN	MUC	3.1
2143	MUC	WAW	0.252
2144	WAW	FRA	0.276
2148	TUS	MDW	0.851
2149	MDW	TUS	0.851
2151	DFW	DCA	0.622
2152	DCA	DFW	0.622
2153	DFW	TUS	0.366
2154	TUS	DFW	0.366
2158	LAX	NAN	3.2
2159	NAN	SYD	1.2
2161	TUS	LAX	0.241
2163	TUS	ORD	0.849
2164	ORD	LHR	2.3
2165	LHR	DFW	2.7
2166	DFW	TUS	0.366
2168	TUS	SEA	0.653
2169	SEA	TUS	0.653
2171	TUS	SEA	0.653
2172	SEA	TUS	0.653
2176	TUS	ORD	0.849
2177	ORD	TUS	0.849
2179	TUS	ORD	0.849
2180	ORD	TUS	0.849
2184	TUS	PHX	0.13
2185	PHX	SFO	0.307
2186	SFO	PHX	0.307
2187	PHX	TUS	0.13
2189	TUS	DFW	0.366
2190	DFW	PHL	0.721
2191	PHL	ITH	0.156
2192	ITH	PHL	0.156
2193	PHL	ORD	0.316
2194	ORD	TUS	0.849
2198	TUS	DEN	0.299
2199	DEN	LGA	0.991
2200	LGA	DEN	0.991
2201	DEN	TUS	0.299
2203	RDU	ATL	0.212
2204	ATL	TUS	0.939
2205	TUS	ATL	0.939
2206	ATL	RDU	0.212
2208	TUS	DFW	0.366
2209	DFW	BWI	0.644
2210	BWI	DFW	0.644
2211	DFW	TUS	0.366
2217	TUS	DFW	0.366
2218	DFW	LHR	2.7
2219	LHR	FRA	0.227
2220	FRA	ORD	2.5
2222	TUS	DFW	0.366
2223	DFW	DCA	0.622
2224	DCA	DFW	0.622
2225	DFW	TUS	0.366
2227	TUS	DFW	0.366
2228	DFW	DCA	0.622
2229	DCA	DFW	0.622
2230	DFW	TUS	0.366
2232	TUS	SLC	0.291
2233	SLC	DCA	1.1
2234	DCA	ATL	0.273
2235	ATL	TUS	0.939
2237	TUS	IAH	0.404
2238	IAH	DCA	0.645
2239	DCA	IAH	0.645
2240	IAH	TUS	0.404
2242	TUS	IAH	0.404
2243	IAH	DCA	0.645
2244	DCA	IAH	0.645
2245	IAH	TUS	0.404
2247	TUS	DFW	0.366
2248	DFW	DCA	0.622
2249	DCA	DFW	0.622
2250	DFW	TUS	0.366
2252	TUS	DFW	0.366
2253	DFW	DCA	0.622
2254	DCA	DFW	0.622
2255	DFW	TUS	0.366
2257	TUS	DFW	0.366
2258	DFW	BWI	0.644
2259	BWI	DCA	0.104
2260	DCA	ORD	0.294
2262	TUS	DFW	0.366
2263	DFW	BWI	0.644
2264	BWI	DCA	0.104
2265	DCA	ORD	0.294
2267	TUS	DEN	0.299
2268	DEN	DCA	0.892
2269	DCA	DEN	0.892
2270	DEN	TUS	0.299
2272	TUS	SLC	0.291
2273	SLC	DCA	1.1
2274	DCA	PHX	1.2
2275	PHX	TUS	0.13
2277	DEN	TUS	0.299
2278	TUS	DEN	0.299
2282	TUS	ORD	0.849
2283	ORD	CMI	0.139
2284	CMI	ORD	0.139
2285	ORD	TUS	0.849
2287	TUS	IAH	0.404
2288	IAH	DCA	0.645
2289	DCA	IAH	0.645
2290	IAH	TUS	0.404
2292	TUS	IAH	0.404
2293	IAH	DCA	0.645
2294	DCA	IAH	0.645
2295	IAH	TUS	0.404
2297	TUS	SAN	0.213
2298	SAN	TUS	0.213
2300	SAN	TUS	0.213
2302	TUS	PHX	0.13
2303	PHX	DCA	1.2
2304	DCA	CLT	0.202
2305	CLT	TUS	1
2307	TUS	PHX	0.13
2308	PHX	DCA	1.2
2309	DCA	CLT	0.202
2310	CLT	TUS	1
2312	TUS	PHX	0.13
2313	PHX	DCA	1.2
2314	DCA	CLT	0.202
2315	CLT	TUS	1
2317	TUS	ATL	0.939
2318	ATL	DCA	0.273
2319	DCA	JFK	0.163
2320	JFK	ATL	0.343
2321	ATL	TUS	0.939
2323	TUS	PHX	0.13
2324	PHX	SJC	0.296
2325	SJC	PHX	0.296
2326	PHX	TUS	0.13
2330	TUS	ABQ	0.199
2331	ABQ	TUS	0.199
2333	TUS	ABQ	0.199
2334	ABQ	TUS	0.199
2338	TUS	LAX	0.241
2339	LAX	TUS	0.241
2341	TUS	PHX	0.13
2342	PHX	PHL	1.2
2343	PHL	BTV	0.203
2344	BTV	PHL	0.203
2346	TUS	PHX	0.13
2347	PHX	PHL	1.2
2348	PHL	BTV	0.203
2349	BTV	PHL	0.203
2351	TUS	ORD	0.849
2352	ORD	WAW	2.7
2353	WAW	TLL	0.266
2354	TLL	FRA	0.395
2355	FRA	PRG	0.179
2356	PRG	WAW	0.198
2357	WAW	ORD	2.7
2358	ORD	TUS	0.849
2360	TUS	ORD	0.849
2361	ORD	WAW	2.7
2362	WAW	TLL	0.266
2363	TLL	FRA	0.395
2364	FRA	PRG	0.179
2365	PRG	WAW	0.198
2366	WAW	ORD	2.7
2367	ORD	TUS	0.849
2371	TUS	LAX	0.241
2372	LAX	KOA	1.5
2373	KOA	LAX	1.5
2374	LAX	TUS	0.241
2378	SEA	TUS	0.653
2379	TUS	PHX	0.13
2380	PHX	SEA	0.556
2384	TUS	DFW	0.366
2385	DFW	OMA	0.288
2386	OMA	PHX	0.494
2387	PHX	TUS	0.13
2391	TUS	ABQ	0.199
2392	ABQ	TUS	0.199
2396	DAL	AUS	0.154
2398	AUS	LAS	0.536
2399	LAS	TUS	0.213
2401	TUS	ABQ	0.199
2402	ABQ	DAL	0.283
2406	TUS	BUR	0.241
2407	BUR	PHX	0.213
2408	PHX	TUS	0.13
2410	LAX	TUS	0.241
2411	TUS	PHX	0.13
2412	PHX	SJC	0.296
2414	SJC	PHX	0.296
2415	PHX	TUS	0.13
2416	TUS	PHX	0.13
2417	PHX	SJC	0.296
2419	SJC	PHX	0.296
2420	PHX	TUS	0.13
2421	TUS	PHX	0.13
2422	PHX	SJC	0.296
2424	IAH	PHX	0.47
2425	PHX	TUS	0.13
2426	TUS	PHX	0.13
2427	PHX	IAH	0.47
2429	IAH	PHX	0.47
2430	PHX	TUS	0.13
2431	TUS	PHX	0.13
2432	PHX	IAH	0.47
2434	IAH	PHX	0.47
2435	PHX	TUS	0.13
2436	TUS	PHX	0.13
2437	PHX	IAH	0.47
2439	IAH	PHX	0.47
2440	PHX	TUS	0.13
2441	TUS	PHX	0.13
2442	PHX	IAH	0.47
2444	BOS	IAH	0.974
2445	IAH	TUS	0.404
2446	TUS	IAH	0.404
2447	IAH	BOS	0.974
2449	BOS	IAH	0.974
2450	IAH	TUS	0.404
2451	TUS	IAH	0.404
2452	IAH	BOS	0.974
2454	BOS	IAH	0.974
2455	IAH	TUS	0.404
2456	TUS	IAH	0.404
2457	IAH	BOS	0.974
2459	PHX	DCA	1.2
2460	DCA	MHT	0.227
2461	MHT	PHL	0.188
2462	PHL	PHX	1.2
2463	PHX	TUS	0.13
2464	TUS	PHX	0.13
2466	PHX	DCA	1.2
2467	DCA	MHT	0.227
2468	MHT	PHL	0.188
2469	PHL	PHX	1.2
2470	PHX	TUS	0.13
2471	TUS	PHX	0.13
2473	MHT	PHL	0.188
2474	PHL	PHX	1.2
2475	PHX	TUS	0.13
2476	TUS	PHX	0.13
2477	PHX	DCA	1.2
2478	DCA	MHT	0.227
2480	BMI	ATL	0.268
2481	ATL	TUS	0.939
2482	TUS	SLC	0.291
2483	SLC	CVG	0.866
2485	ONT	TUS	0.227
2491	TUS	SJC	0.33
2492	SJC	TUS	0.33
2494	TUS	DEN	0.299
2495	DEN	TUS	0.299
2497	TUS	SJC	0.33
2498	SJC	TUS	0.33
2500	TUS	SJC	0.33
2501	SJC	TUS	0.33
2503	TUS	SJC	0.33
2504	SJC	TUS	0.33
2506	TUS	SJC	0.33
2507	SJC	TUS	0.33
2509	TUS	SAN	0.213
2510	SAN	SJC	0.23
2511	SJC	LAX	0.194
2512	LAX	TUS	0.241
2514	TUS	SJC	0.33
2515	SJC	TUS	0.33
2517	TUS	SAN	0.213
2518	SAN	SJC	0.23
2519	SJC	LAX	0.194
2520	LAX	TUS	0.241
2522	TUS	SAN	0.213
2523	SAN	SFO	0.24
2524	SFO	SAN	0.24
2525	SAN	TUS	0.213
2529	TUS	SAN	0.213
2530	SAN	SJC	0.23
2531	SJC	TUS	0.33
2533	TUS	SJC	0.33
2534	SJC	TUS	0.33
2536	TUS	LAS	0.213
2537	LAS	SJC	0.219
2538	SJC	TUS	0.33
2540	SJC	TUS	0.33
2541	TUS	SJC	0.33
2543	TUS	SJC	0.33
2544	SJC	TUS	0.33
2546	LAX	SJC	0.194
2547	SJC	SAN	0.23
2548	SAN	TUS	0.213
2550	TUS	LAX	0.241
2554	TUS	DFW	0.366
2555	DFW	DCA	0.622
2556	DCA	DFW	0.622
2557	DFW	TUS	0.366
2559	TUS	DFW	0.366
2560	DFW	SCL	2.8
2561	SCL	LSC	0.176
2562	LSC	SCL	0.176
2563	SCL	DFW	2.8
2564	DFW	TUS	0.366
2568	LHR	TXL	0.287
2569	TXL	LHR	0.287
2570	TUS	DFW	0.366
2571	DFW	LHR	2.7
2572	LHR	ORD	2.3
2573	ORD	TUS	0.849
2579	TUS	LAX	0.241
2580	LAX	SJC	0.194
2581	SJC	TUS	0.33
2583	TUS	LAX	0.241
2584	LAX	SJC	0.194
2585	SJC	TUS	0.33
2587	TUS	LAX	0.241
2588	LAX	SJC	0.194
2589	SJC	TUS	0.33
2591	TUS	LAS	0.213
2592	LAS	SJC	0.219
2593	SJC	TUS	0.33
2603	TUS	LAX	0.241
2604	LAX	TUS	0.241
2606	TUS	LAX	0.241
2607	LAX	TUS	0.241
2609	TUS	LAX	0.241
2610	LAX	TUS	0.241
2612	TUS	LAX	0.241
2613	LAX	TUS	0.241
2615	MSY	IAH	0.197
2616	IAH	TUS	0.404
2618	TUS	SAN	0.213
2619	SAN	TUS	0.213
2623	TUS	LAX	0.241
2624	LAX	TUS	0.241
2626	DIK	DEN	0.256
2627	DEN	TUS	0.299
2628	TUS	DEN	0.299
2629	DEN	DIK	0.256
2639	LAX	TUS	0.241
2641	LAX	TUS	0.241
2643	TUS	LAX	0.241
2644	LAX	TUS	0.241
2646	TUS	IAH	0.404
2647	IAH	TUS	0.404
2774	TUS	DFW	0.366
2775	DFW	AUS	0.152
2776	AUS	DFW	0.152
2777	DFW	TUS	0.366
2779	TUS	DFW	0.366
2780	DFW	AUS	0.152
2781	AUS	DFW	0.152
2782	DFW	TUS	0.366
2784	TUS	DFW	0.366
2785	DFW	AUS	0.152
2786	AUS	DFW	0.152
2787	DFW	TUS	0.366
2789	TUS	DFW	0.366
2790	DFW	AUS	0.152
2791	AUS	DFW	0.152
2792	DFW	TUS	0.366
2794	TUS	DFW	0.366
2795	DFW	AUS	0.152
2796	AUS	DFW	0.152
2797	DFW	TUS	0.366
2799	TUS	DFW	0.366
2800	DFW	AUS	0.152
2801	AUS	DFW	0.152
2802	DFW	TUS	0.366
2804	TUS	DFW	0.366
2805	DFW	AUS	0.152
2806	AUS	DFW	0.152
2807	DFW	TUS	0.366
2809	TUS	DFW	0.366
2810	DFW	AUS	0.152
2811	AUS	DFW	0.152
2812	DFW	TUS	0.366
2814	TUS	DFW	0.366
2815	DFW	AUS	0.152
2816	AUS	DFW	0.152
2817	DFW	TUS	0.366
2819	TUS	DFW	0.366
2820	DFW	AUS	0.152
2821	AUS	DFW	0.152
2822	DFW	TUS	0.366
2824	DFW	AUS	0.152
2825	AUS	DFW	0.152
2826	DFW	TUS	0.366
2827	TUS	DFW	0.366
2829	TUS	DFW	0.366
2830	DFW	AUS	0.152
2831	AUS	DFW	0.152
2832	DFW	TUS	0.366
2834	TUS	DFW	0.366
2835	DFW	AUS	0.152
2836	AUS	DFW	0.152
2837	DFW	TUS	0.366
2839	TUS	DFW	0.366
2840	DFW	AUS	0.152
2841	AUS	DFW	0.152
2842	DFW	TUS	0.366
2844	TUS	DFW	0.366
2845	DFW	AUS	0.152
2846	AUS	DFW	0.152
2847	DFW	TUS	0.366
2849	TUS	DFW	0.366
2850	DFW	AUS	0.152
2851	AUS	DFW	0.152
2852	DFW	TUS	0.366
2854	TUS	DFW	0.366
2855	DFW	AUS	0.152
2856	AUS	DFW	0.152
2857	DFW	TUS	0.366
2859	TUS	DFW	0.366
2860	DFW	AUS	0.152
2861	AUS	DFW	0.152
2862	DFW	TUS	0.366
2864	TUS	DFW	0.366
2865	DFW	AUS	0.152
2866	AUS	DFW	0.152
2867	DFW	TUS	0.366
2869	TUS	DFW	0.366
2870	DFW	AUS	0.152
2871	AUS	DFW	0.152
2872	DFW	TUS	0.366
2874	TUS	DFW	0.366
2875	DFW	AUS	0.152
2876	AUS	DFW	0.152
2877	DFW	TUS	0.366
2879	TUS	DFW	0.366
2880	DFW	AUS	0.152
2881	AUS	DFW	0.152
2882	DFW	TUS	0.366
2884	TUS	DFW	0.366
2885	DFW	AUS	0.152
2886	AUS	DFW	0.152
2887	DFW	TUS	0.366
2889	TUS	DFW	0.366
2890	DFW	AUS	0.152
2891	AUS	DFW	0.152
2892	DFW	TUS	0.366
2894	TUS	DFW	0.366
2895	DFW	AUS	0.152
2896	AUS	DFW	0.152
2897	DFW	TUS	0.366
2899	TUS	LAS	0.213
2900	LAS	RNO	0.206
2901	RNO	LAS	0.206
2902	LAS	TUS	0.213
2904	TUS	LAS	0.213
2905	LAS	RNO	0.206
2906	RNO	LAS	0.206
2907	LAS	TUS	0.213
2909	TUS	LAS	0.213
2910	LAS	RNO	0.206
2911	RNO	LAS	0.206
2912	LAS	TUS	0.213
2914	TUS	LAS	0.213
2915	LAS	RNO	0.206
2916	RNO	LAS	0.206
2917	LAS	TUS	0.213
2919	TUS	LAS	0.213
2920	LAS	RNO	0.206
2921	RNO	LAS	0.206
2922	LAS	TUS	0.213
2924	TUS	LAS	0.213
2925	LAS	RNO	0.206
2926	RNO	LAS	0.206
2927	LAS	TUS	0.213
2943	TUS	IAH	0.404
2944	IAH	TUS	0.404
2946	MFE	DFW	0.245
2947	DFW	STL	0.273
2948	STL	DFW	0.273
2949	DFW	TUS	0.366
2950	TUS	DFW	0.366
2951	DFW	OKC	0.155
2952	OKC	DFW	0.155
2953	DFW	MFE	0.245
2955	TUS	DFW	0.366
2956	DFW	TUS	0.366
2958	ABQ	TUS	0.199
2959	TUS	ABQ	0.199
2969	IAH	TUS	0.404
2970	TUS	IAH	0.404
2972	TUS	DFW	0.366
2973	DFW	LBB	0.191
2974	LBB	DFW	0.191
2975	DFW	TUS	0.366
2977	TUS	DFW	0.366
2978	DFW	LBB	0.191
2979	LBB	DFW	0.191
2980	DFW	TUS	0.366
2982	TUS	DFW	0.366
2983	DFW	LBB	0.191
2984	LBB	DFW	0.191
2985	DFW	TUS	0.366
2987	TUS	DFW	0.366
2988	DFW	LBB	0.191
2989	LBB	DFW	0.191
2990	DFW	TUS	0.366
2992	TUS	DFW	0.366
2993	DFW	LBB	0.191
2994	LBB	DFW	0.191
2995	DFW	TUS	0.366
2997	TUS	DFW	0.366
2998	DFW	LBB	0.191
2999	LBB	DFW	0.191
3000	DFW	TUS	0.366
3002	TUS	DFW	0.366
3003	DFW	LBB	0.191
3004	LBB	DFW	0.191
3005	DFW	TUS	0.366
3007	TUS	DFW	0.366
3008	DFW	LBB	0.191
3009	LBB	DFW	0.191
3010	DFW	TUS	0.366
3012	TUS	DFW	0.366
3013	DFW	LBB	0.191
3014	LBB	DFW	0.191
3015	DFW	TUS	0.366
3017	TUS	DFW	0.366
3018	DFW	LBB	0.191
3019	LBB	DFW	0.191
3020	DFW	TUS	0.366
3022	TUS	DFW	0.366
3023	DFW	LBB	0.191
3024	LBB	DFW	0.191
3025	DFW	TUS	0.366
3027	TUS	DFW	0.366
3028	DFW	LBB	0.191
3029	LBB	DFW	0.191
3030	DFW	TUS	0.366
3032	TUS	DFW	0.366
3033	DFW	LBB	0.191
3034	LBB	DFW	0.191
3035	DFW	TUS	0.366
3037	TUS	DFW	0.366
3038	DFW	LBB	0.191
3039	LBB	DFW	0.191
3040	DFW	TUS	0.366
3042	TUS	DFW	0.366
3043	DFW	LBB	0.191
3044	LBB	DFW	0.191
3045	DFW	TUS	0.366
3047	TUS	DFW	0.366
3048	DFW	LBB	0.191
3049	LBB	DFW	0.191
3050	DFW	TUS	0.366
3052	TUS	DFW	0.366
3053	DFW	LBB	0.191
3054	LBB	DFW	0.191
3055	DFW	TUS	0.366
3057	TUS	DFW	0.366
3058	DFW	LBB	0.191
3059	LBB	DFW	0.191
3060	DFW	TUS	0.366
3062	TUS	DFW	0.366
3063	DFW	LBB	0.191
3064	LBB	DFW	0.191
3065	DFW	TUS	0.366
3067	TUS	DFW	0.366
3068	DFW	LBB	0.191
3069	LBB	DFW	0.191
3070	DFW	TUS	0.366
3072	TUS	DFW	0.366
3073	DFW	LBB	0.191
3074	LBB	DFW	0.191
3075	DFW	TUS	0.366
3077	TUS	DFW	0.366
3078	DFW	LBB	0.191
3079	LBB	DFW	0.191
3080	DFW	TUS	0.366
3082	TUS	DFW	0.366
3083	DFW	LBB	0.191
3084	LBB	DFW	0.191
3085	DFW	TUS	0.366
3087	TUS	DFW	0.366
3088	DFW	LBB	0.191
3089	LBB	DFW	0.191
3090	DFW	TUS	0.366
3092	TUS	DFW	0.366
3093	DFW	LBB	0.191
3094	LBB	DFW	0.191
3095	DFW	TUS	0.366
3109	TUS	DFW	0.366
3110	DFW	SDF	0.332
3111	SDF	DFW	0.332
3112	DFW	TUS	0.366
3114	TUS	DFW	0.366
3115	DFW	PHL	0.721
3116	PHL	DFW	0.721
3117	DFW	TUS	0.366
3119	TUS	ABQ	0.199
3120	ABQ	LAS	0.253
3121	LAS	TUS	0.213
3127	TUS	LAX	0.241
3128	LAX	SEA	0.422
3129	SEA	LAX	0.422
3130	LAX	TUS	0.241
3136	TUS	ATL	0.939
3137	ATL	MCO	0.226
3138	MCO	ATL	0.226
3139	ATL	TUS	0.939
3141	ATL	TUS	0.939
3142	TUS	ATL	0.939
3143	ATL	MCO	0.226
3144	MCO	ATL	0.226
3146	TUS	ATL	0.939
3147	ATL	MCO	0.226
3148	MCO	ATL	0.226
3149	ATL	TUS	0.939
3151	TUS	ATL	0.939
3152	ATL	MCO	0.226
3153	MCO	ATL	0.226
3154	ATL	TUS	0.939
3156	TUS	ATL	0.939
3157	ATL	MCO	0.226
3158	MCO	ATL	0.226
3159	ATL	TUS	0.939
3161	TUS	ATL	0.939
3162	ATL	MCO	0.226
3163	MCO	ATL	0.226
3164	ATL	TUS	0.939
3166	LAX	TUS	0.241
3167	TUS	LAX	0.241
3169	ONT	TUS	0.227
3170	TUS	ONT	0.227
3198	TUS	LAX	0.241
3199	LAX	TUS	0.241
3201	TUS	LAX	0.241
3202	LAX	TUS	0.241
3204	TUS	LAX	0.241
3205	LAX	TUS	0.241
3207	TUS	LAX	0.241
3208	LAX	TUS	0.241
3210	TUS	DFW	0.366
3211	DFW	TUS	0.366
3217	TUS	SFO	0.34
3218	SFO	LAX	0.204
3219	LAX	TUS	0.241
3221	PHX	DFW	0.384
3222	DFW	PHX	0.384
3224	TUS	IAH	0.404
3225	IAH	TUS	0.404
3227	TUS	IAH	0.404
3228	IAH	TUS	0.404
3230	TUS	IAH	0.404
3231	IAH	TUS	0.404
3233	TUS	IAH	0.404
3234	IAH	TUS	0.404
3236	TUS	IAH	0.404
3237	IAH	TUS	0.404
3239	TUS	IAH	0.404
3240	IAH	TUS	0.404
3242	TUS	IAH	0.404
3243	IAH	TUS	0.404
3245	TUS	IAH	0.404
3246	IAH	TUS	0.404
3248	TUS	IAH	0.404
3249	IAH	TUS	0.404
3251	TUS	IAH	0.404
3252	IAH	TUS	0.404
3254	TUS	IAH	0.404
